,Facility Name,Region,Activity Number,Year,Material,January (tons),February (tons),March (tons),April (tons),May (tons),June (tons),July (tons),August (tons),September (tons),October (tons),November (tons),December (tons),Total Year (tons),Tip fees,Facility Type
393,Hunters Point Recycling Inc,2.0,[41MB1],2019.0,Concrete,17277.6,15816.0,18097.2,18585.0,21477.6,15949.2,16635.6,18529.2,19509.6,24303.6,14856.0,13179.6,214216.2,37.5,Transfer Facility
394,Hunters Point Recycling Inc,2.0,[41MB1],2019.0,Concrete,1989.4,2283.8,4916.7,5604.8,3877.3,3747.4,3962.6,2186.3,2854.2,3227.7,3418.5,2107.1,40175.8,37.5,Transfer Facility
395,J & A Bruno; LLC,2.0,[43M27],2019.0,Concrete,231.5428571,231.5428571,231.5428571,231.5428571,231.5428571,231.5428571,231.5428571,260.0,232.3,210.0,196.0,226.8,2745.9,NR,Transfer Facility
396,J & A Bruno; LLC,2.0,[43M27],2019.0,"Rock, Stone, and Gravel",590.4142857,590.4142857,590.4142857,590.4142857,590.4142857,590.4142857,590.4142857,720.3,477.0,632.9,420.0,44.0,6427.1,NR,Transfer Facility
397,J & A Bruno; LLC,2.0,[43M27],2019.0,Fill,6900.7,6900.7,6900.7,6900.7,6900.7,6900.7,6900.7,7635.0,7573.0,3260.0,4785.0,5833.7,77391.6,NR,Transfer Facility
398,J & A Bruno; LLC,2.0,[43M27],2019.0,Sand,787.7571429,787.7571429,787.7571429,787.7571429,787.7571429,787.7571429,787.7571429,1120.0,855.6,675.0,720.0,758.8,9643.7,NR,Transfer Facility
399,J & A Bruno; LLC,2.0,[43M27],2019.0,Asphalt and Road Material,42.17142857,42.17142857,42.17142857,42.17142857,42.17142857,42.17142857,42.17142857,26.0,14.0,24.0,20.8,48.0,428.0,NR,Transfer Facility
400,J & A Bruno; LLC,2.0,[43M27],2019.0,Fill,1371.471429,1371.471429,1371.471429,1371.471429,1371.471429,1371.471429,1371.471429,1420.0,2084.0,1253.0,1459.5,1704.0,17520.8,NR,Transfer Facility
401,JD Recycling; Inc.,2.0,[03CP0073],2020.0,General C&D Debris,9128.51,8394.76,7792.22,2982.54,5145.5,7187.03,6361.39,6298.59,5604.66,6496.31,5709.75,5726.68,76827.94,NR,Transfer Facility
402,John Danna & Sons Inc,2.0,[03W18],2019.0,General C&D Debris,3872.5,3557.5,4037.5,4525.0,4205.0,4610.0,4617.5,4750.0,4075.0,4812.5,4047.5,3965.0,51075.0,NR,Transfer Facility
403,Maspeth Recycling Inc,2.0,[41W39],2019.0,Concrete,553.84,227.9,322.5,537.5,579.64,607.16,813.56,454.08,657.04,1093.49,493.21,184.47,6524.39,NR,Transfer Facility
404,Maspeth Recycling Inc,2.0,[41W39],2019.0,Soil,2329.07,2178.56,1935.31,2337.54,2075.52,2067.79,1739.44,2020.87,1657.01,1711.11,1902.05,1313.44,23267.71,NR,Transfer Facility
405,Maspeth Recycling Inc,2.0,[41W39],2019.0,Sand,340.0,80.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,180.0,920.0,NR,Transfer Facility
406,Maspeth Recycling Inc,2.0,[41W39],2019.0,Asphalt and Road Material,0.0,0.0,0.0,4.68,2.34,10.92,28.86,7.41,6.24,10.53,0.0,5.85,76.83,NR,Transfer Facility
407,Maspeth Recycling Inc,2.0,[41W39],2020.0,Concrete,824.34,535.3,163.62,264.62,529.24,216.14,143.42,171.7,377.74,151.5,169.68,224.22,3771.52,NR,Transfer Facility
408,Maspeth Recycling Inc,2.0,[41W39],2020.0,Asphalt and Road Material,7.8,0.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.7,NR,Transfer Facility
409,Maspeth Recycling Inc,2.0,[41W39],2020.0,Soil,6183.52,5227.04,3036.32,4295.2,6781.6,7218.4,5519.36,4812.64,6515.04,5971.84,3162.88,1432.48,60156.32,NR,Transfer Facility
410,Maspeth Recycling Inc,2.0,[41W39],2020.0,Sand,324.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,101.25,0.0,533.25,NR,Transfer Facility
411,National Grid,2.0,[24W38],2020.0,Soil,3199.8,2896.3,2139.2,1186.1,2303.8,3669.1,3092.3,2607.4,3509.0,2894.1,2741.8,2173.9,32412.8,NR,Transfer Facility
412,National Grid,2.0,[24W38],2020.0,General C&D Debris,1921.6,1681.6,1456.0,896.0,1456.0,2240.0,2128.0,1344.0,1512.0,1680.0,1792.0,896.0,19003.2,NR,Transfer Facility
413,New Style Recycling Corp,2.0,[41W53],2019.0,Concrete,3.09,0.36,0.52,1.87,11.46,38.48,68.9,51.57,52.75,52.84,56.8,0.0,338.64,NR,Transfer Facility
414,New Style Recycling Corp,2.0,[41W53],2019.0,Metals,3.64,13.91,0.14,2.36,7.36,12.39,1.63,12.16,2.23,9.96,1.35,12.57,79.7,NR,Transfer Facility
415,New Style Recycling Corp,2.0,[41W53],2019.0,Fill,52.95,21.46,130.3,95.09,89.57,294.8,157.72,248.53,83.08,93.69,83.68,2.96,1353.83,NR,Transfer Facility
416,New Style Recycling Corp,2.0,[41W53],2019.0,General C&D Debris,2507.7,2248.81,2847.68,3155.42,3333.83,3025.26,3108.49,3592.82,3129.66,3052.1,2499.14,2234.93,34735.84,NR,Transfer Facility
417,New Style Recycling Corp,2.0,[41W53],2020.0,Concrete,0.0,0.0,21.75,0.0,18.62,47.85,0.0,33.21,17.33,0.0,109.47,1.03,249.26,NR,Transfer Facility
418,New Style Recycling Corp,2.0,[41W53],2020.0,General C&D Debris,2491.51,2387.14,2250.19,1218.57,1770.4,2604.69,2687.62,2811.53,2723.74,2409.58,2437.16,1773.84,27565.97,NR,Transfer Facility
419,New Style Recycling Corp,2.0,[41W53],2020.0,Metals,1.96,7.63,4.79,1.12,1.68,2.94,2.99,8.13,6.45,11.4,9.95,0.7,59.74,NR,Transfer Facility
420,New Style Recycling Corp,2.0,[41W53],2020.0,Old Corrugated Containers,71.47,30.56,20.71,13.8,47.49,67.2,53.82,35.77,35.53,35.71,39.89,14.53,466.48,NR,Transfer Facility
421,New Style Recycling Corp,2.0,[41W53],2020.0,Fill,0.0,38.04,65.7,1.51,37.74,78.02,35.16,94.8,134.83,42.61,29.59,2.26,560.26,NR,Transfer Facility
422,New York Paving Inc,2.0,[41W41],2019.0,Soil,38.0,164.0,212.0,235.0,543.0,233.0,285.0,252.0,79.0,66.0,135.0,57.0,2299.0,NR,Transfer Facility
423,New York Paving Inc,2.0,[41W41],2019.0,Concrete,991.0,2841.0,2265.0,2464.0,2979.0,2087.0,1914.0,2647.0,1826.0,1866.0,1090.0,1363.0,24333.0,NR,Transfer Facility
424,New York Paving Inc,2.0,[41W41],2019.0,Asphalt and Road Material,25.0,103.0,130.0,152.0,301.0,85.0,97.0,170.0,49.0,17.0,82.0,31.0,1242.0,NR,Transfer Facility
425,New York Recycling LLC,2.0,[03W87],2019.0,Concrete,5743.0,7849.0,8844.0,10961.0,9272.0,8846.0,8269.0,9839.0,8050.0,8960.0,6322.0,4222.0,97177.0,NR,Transfer Facility
426,New York Recycling LLC,2.0,[03W87],2019.0,Soil,2212.0,836.0,1487.0,681.0,477.0,818.0,552.0,1836.0,2719.0,2338.0,1921.0,1732.0,17609.0,NR,Transfer Facility
427,New York Recycling LLC,2.0,[03W87],2019.0,Fill,2539.0,3167.0,4290.0,2493.0,2284.0,1719.0,1098.0,2479.0,1945.0,2671.0,1753.0,1888.0,28326.0,NR,Transfer Facility
428,Pebble Lane Associates LLC,2.0,[41W64],2019.0,Concrete,2235.0,3610.0,7287.0,4093.0,2428.0,8073.0,4467.0,3560.0,3564.0,1432.0,4945.0,4446.0,50140.0,NR,Transfer Facility
429,Pebble Lane Associates LLC,2.0,[41W64],2020.0,Concrete,4894.0,3615.0,4556.0,426.0,1899.0,8986.0,5292.0,2878.0,1125.0,1780.0,927.0,0.0,36378.0,NR,Transfer Facility
430,Point Recycling Ltd,2.0,[24W92],2019.0,General C&D Debris,3250.0,4175.0,4350.0,5500.0,5900.0,6500.0,6100.0,6300.0,6950.0,6700.0,6300.0,5900.0,67925.0,NR,Transfer Facility
431,Regal Recycling Inc,2.0,[41W49],2019.0,General C&D Debris,6359.0,6055.0,6624.0,6419.0,6684.0,6090.0,6597.0,6980.0,6231.0,6917.0,6353.0,6265.0,77574.0,NR,Transfer Facility
432,Riley Excavating & Contracting Inc,2.0,[52W65R],2019.0,Asphalt and Road Material,0.0,0.0,35.0,680.0,780.0,600.0,680.0,510.0,500.0,390.0,330.0,240.0,4745.0,NR,Transfer Facility
433,Russo Recycling Company/Whip Realty Corp,2.0,[41W47],2019.0,Soil,1033.89,1033.89,1033.89,2990.6166670000002,2990.6166670000002,2990.6166670000002,3351.0766670000003,3351.0766670000003,3351.0766670000003,1669.2,1669.2,1669.2,27134.35,NR,Transfer Facility
434,Russo Recycling Company/Whip Realty Corp,2.0,[41W47],2019.0,Concrete,3101.67,3101.67,3101.67,8971.853333,8971.853333,8971.853333,10053.223329999999,10053.223329999999,10053.223329999999,5007.6,5007.6,5007.6,81403.04,NR,Transfer Facility
435,Sky Materials Corp.,2.0,[52W80R],2019.0,Concrete,0.0,0.0,0.0,516.0,280.0,100.0,360.0,400.0,400.0,280.0,0.0,0.0,2336.0,NR,Transfer Facility
436,South Shore Recycling LLC,2.0,[43M56],2019.0,Fill,8712.0,8635.5,8170.5,11176.5,8422.5,6760.5,9532.5,12247.5,13020.0,17898.0,17197.5,13399.5,135172.5,23.9,Transfer Facility
437,South Shore Recycling LLC,2.0,[43M56],2019.0,Concrete,6012.9,5158.2,4912.6,6615.8,5922.5,5087.2,7915.0,8219.5,10074.9,13737.0,9498.4,5978.4,89132.4,23.9,Transfer Facility
438,South Shore Recycling LLC,2.0,[43M56],2020.0,Concrete,10621.2,9195.0,13929.9,7263.9,15600.5,23375.4,17747.7,14626.8,19188.0,16220.6,11728.2,9193.0,168690.2,NR,Transfer Facility
439,South Shore Recycling LLC,2.0,[43M56],2020.0,Fill,9445.6,9332.3,12595.7,2952.7,6619.1,13484.6,10043.6,8235.6,8603.5,7073.4,5619.2,4263.2,98268.5,23.5,Transfer Facility
440,Stokes Waste Paper Co,2.0,[43W0014],2019.0,General C&D Debris,5252.06,5660.56,6360.72,8595.95,9334.92,9998.1,11048.52,10681.05,11004.98,10351.91,8868.24,4350.75,101507.76,NR,Transfer Facility
441,Thomas Novelli Contracting,2.0,[41W57],2019.0,Fill,411.6108333,411.6108333,411.6108333,411.6108333,411.6108333,411.6108333,411.6108333,411.6108333,411.6108333,411.6108333,411.6108333,411.6108333,4939.33,NR,Transfer Facility
442,Thomas Novelli Contracting,2.0,[41W57],2019.0,Metals,44.67166667,44.67166667,44.67166667,44.67166667,44.67166667,44.67166667,44.67166667,44.67166667,44.67166667,0.0,0.0,0.0,536.06,NR,Transfer Facility
443,Thomas Novelli Contracting,2.0,[41W57],2019.0,General C&D Debris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36189.46,NR,Transfer Facility
444,Thomas Novelli Contracting,2.0,[41W57],2019.0,Concrete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1872.41,NR,Transfer Facility
445,Thomas Novelli Contracting,2.0,[41W57],2019.0,Soil,0.0,3.63,9.68,2.42,6.05,14.52,22.99,13.31,4.84,0.0,21.78,4.84,104.06,NR,Transfer Facility
446,Tilcon New York Inc,2.0,[03W39],2019.0,General C&D Debris,7027.0,5051.0,8141.0,9424.0,7541.0,8191.0,8321.0,6960.0,11231.0,9055.0,4577.0,4444.0,89963.0,NR,Transfer Facility
447,TM Maintenance Inc,2.0,[43W46],2019.0,Soil,446.0,271.0,464.0,443.0,602.0,377.0,591.0,646.0,1229.0,568.0,188.0,38.0,5863.0,NR,Transfer Facility
448,TM Maintenance Inc,2.0,[43W46],2019.0,Soil,356.0,4562.0,2073.0,3845.0,4755.0,3876.0,2502.0,2392.0,1652.0,738.0,769.0,566.0,28086.0,NR,Transfer Facility
449,TM Maintenance Inc,2.0,[43W46],2019.0,Concrete,675.0,1036.0,774.0,595.0,421.0,513.0,1531.0,3381.0,2692.0,2965.0,2395.0,2922.0,19900.0,NR,Transfer Facility
450,Vanbro Corporation,2.0,[43W12R],2019.0,Masonry,0.0,0.0,0.0,3859.0,46.0,8.0,376.0,753.0,938.0,513.0,196.0,4.0,6693.0,NR,Transfer Facility
451,Vanbro Corporation,2.0,[43W12R],2019.0,Concrete,2282.0,2043.0,2158.0,6080.0,8696.0,8986.0,5191.0,7457.0,8097.0,8760.0,5607.0,3604.0,68961.0,NR,Transfer Facility
452,Vanbro Corporation,2.0,[43W12R],2019.0,Sand,306.0,190.0,71.0,264.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.0,NR,Transfer Facility
453,Vanbro Corporation,2.0,[43W12R],2019.0,Soil,7968.0,6071.0,7434.0,6201.0,6372.0,6100.0,3818.0,13626.0,19655.0,11841.0,12211.0,10869.0,112166.0,NR,Transfer Facility
454,Vanbro Corporation,2.0,[43W12R],2019.0,Fill,1580.0,907.0,897.0,2788.0,4980.0,5059.0,1269.0,1115.0,9030.0,857.0,3013.0,1520.0,33015.0,NR,Transfer Facility
455,Zevel Transfer LLC,2.0,[03W24],2019.0,General C&D Debris,9164.45,12326.39,10073.16,12493.92,11887.25,10055.98,12641.43,12778.72,13706.23,9145.63,11973.08,8860.33,135106.57,NR,Transfer Facility
456,Belli Contracting Company Inc,3.0,[52W81R],2019.0,Asphalt and Road Material,105.0,30.0,45.0,65.0,20.0,25.0,70.0,135.0,110.0,70.0,50.0,105.0,830.0,40.0,Transfer Facility
457,CB Recycling,3.0,[52W86R],2019.0,"Rock, Stone, and Gravel",0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,NR,Transfer Facility
458,Lawton Adams Construction Corp,3.0,[60W11],2019.0,General C&D Debris,3107.9,2202.29,2892.21,3301.35,3884.79,3758.69,4127.91,4871.74,7030.08,7030.66,6141.46,5766.38,54115.46,NR,Transfer Facility
459,Riley Excavating & Contracting Inc,3.0,[52W65R],2019.0,Asphalt and Road Material,0.0,0.0,40.0,880.0,810.0,1120.0,920.0,800.0,710.0,690.0,500.0,340.0,6810.0,NR,Transfer Facility
460,Sky Materials Corp.,3.0,[52W80R],2019.0,Masonry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,180.0,300.0,0.0,0.0,660.0,NR,Transfer Facility
461,Belli Contracting Company Inc,4.0,[52W81R],2019.0,Soil,300.0,440.0,1150.0,1650.0,2250.0,1800.0,1450.0,2460.0,870.0,910.0,630.0,380.0,14290.0,12.0,Transfer Facility
462,CB Recycling,4.0,[52W86R],2019.0,Fill,0.0,450.0,0.0,0.0,0.0,75.0,415.0,831.0,353.0,0.0,0.0,0.0,2124.0,NR,Transfer Facility
463,Riley Excavating & Contracting Inc,4.0,[52W65R],2019.0,Soil,0.0,0.0,0.0,890.0,4200.0,3900.0,5600.0,3500.0,3300.0,2800.0,3100.0,2000.0,29290.0,NR,Transfer Facility
464,Sky Materials Corp.,4.0,[52W80R],2019.0,Soil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,NR,Transfer Facility
465,Belli Contracting Company Inc,5.0,[52W81R],2019.0,Sand,120.0,80.0,50.0,130.0,45.0,75.0,85.0,120.0,15.0,40.0,25.0,65.0,850.0,5.0,Transfer Facility
466,Sky Materials Corp.,5.0,[52W80R],2019.0,Yard Waste,0.0,0.0,0.0,100.0,220.0,0.0,0.0,0.0,100.0,500.0,440.0,0.0,1360.0,NR,Transfer Facility
467,AL Blades-Hornell HMA Plant,8.0,[51W07],2020.0,Asphalt and Road Material,873.37,873.37,873.37,873.37,873.37,873.37,873.37,873.37,873.37,873.37,873.37,873.37,10480.44,NR,Transfer Facility
468,AL Blades-Hornell HMA Plant,8.0,[51W07],2019.0,Asphalt and Road Material,91.58333333,91.58333333,91.58333333,91.58333333,91.58333333,91.58333333,91.58333333,91.58333333,91.58333333,91.58333333,91.58333333,91.58333333,1099.0,NR,Transfer Facility
469,ALPCO Recycling; Inc.,8.0,[59CP0012],2020.0,General C&D Debris,4156.36,3923.51,4137.34,4117.36,4162.73,4119.29,4182.24,4140.98,4186.83,4038.26,3980.23,4141.44,49286.57,NR,Transfer Facility
470,ALPCO Recycling; Inc.,8.0,[59CP0012],2019.0,General C&D Debris,2832.25,2477.54,2456.11,4620.5,3493.72,3446.2,2863.59,3151.25,2549.58,2916.21,2628.96,2258.64,35694.55,NR,Transfer Facility
471,ARG Services of WNY; Inc.,8.0,[37CP0001],2019.0,General C&D Debris,473.03,430.86,615.59,976.86,863.9,968.72,963.05,1174.65,1038.55,946.92,692.94,426.55,9571.62,NR,Transfer Facility
472,Barre Stone Products - Wilson Quarry,8.0,[37W02],2020.0,Concrete,0.0,0.0,0.0,51.19,0.0,0.0,40.77,0.0,0.0,0.0,1.71,14.17,107.84,NR,Transfer Facility
473,Barre Stone Products - Wilson Quarry,8.0,[37W02],2020.0,Asphalt and Road Material,0.0,0.0,0.0,36.88,42.61,5.81,107.75,32.41,165.5,34.59,0.0,0.0,425.55,NR,Transfer Facility
474,Barre Stone Products - Wilson Quarry,8.0,[37W02],2020.0,Asphalt and Road Material,0.0,0.0,0.0,0.0,2222.1,2582.27,5740.46,6683.61,817.16,0.0,297.54,0.0,18343.14,NR,Transfer Facility
475,Barre Stone Products - Wilson Quarry,8.0,[37W02],2019.0,Concrete,0.0,0.0,0.0,4.7,0.0,116.38,26.78,377.07,20.42,48.62,5.67,0.0,599.64,NR,Transfer Facility
476,Barre Stone Products - Wilson Quarry,8.0,[37W02],2019.0,Asphalt and Road Material,0.0,0.0,0.0,0.0,2100.13,14707.62,2933.14,1745.66,77.48,2464.19,1524.92,6743.82,32296.96,NR,Transfer Facility
477,Bradley Farms,8.0,[08W01],2019.0,Wood,77.5,75.5,94.5,76.0,74.5,120.5,58.5,102.5,84.0,109.3,86.0,97.75,1056.55,NR,Transfer Facility
478,Brockport Quarry - IRP,8.0,[28C10022],2019.0,Asphalt and Road Material,394.175,394.175,394.175,394.175,394.175,394.175,394.175,394.175,394.175,394.175,394.175,394.175,4730.1,NR,Transfer Facility
479,Brongo Supply Inc,8.0,[28C10017],2019.0,Concrete,0.0,0.0,0.0,0.0,60.0,80.0,100.0,160.0,120.0,80.0,20.0,0.0,620.0,20.0,Transfer Facility
480,Brongo Supply Inc,8.0,[28C10017],2019.0,Asphalt and Road Material,0.0,0.0,0.0,0.0,40.0,40.0,80.0,80.0,80.0,80.0,0.0,0.0,400.0,NR,Transfer Facility
481,Brongo Supply Inc,8.0,[28C10017],2019.0,Soil,0.0,0.0,0.0,0.0,600.0,0.0,0.0,1500.0,300.0,1200.0,0.0,0.0,3600.0,NR,Transfer Facility
482,Dolomite Products Co Inc Penfield,8.0,[28W10],2019.0,Concrete,3.511666667,3.511666667,3.511666667,3.511666667,3.511666667,3.511666667,3.511666667,3.511666667,3.511666667,3.511666667,3.511666667,3.511666667,42.14,NR,Transfer Facility
483,Dolomite Products Co Inc Penfield,8.0,[28W10],2019.0,Asphalt and Road Material,2249.4941670000003,2249.4941670000003,2249.4941670000003,2249.4941670000003,2249.4941670000003,2249.4941670000003,2249.4941670000003,2249.4941670000003,2249.4941670000003,2249.4941670000003,2249.4941670000003,2249.4941670000003,26993.93,NR,Transfer Facility
484,Dolomite Products Co Inc. - Gates Quarry Recycle Plant,8.0,[28W01],2019.0,Concrete,5683.250833,5683.250833,5683.250833,5683.250833,5683.250833,5683.250833,5683.250833,5683.250833,5683.250833,5683.250833,5683.250833,5683.250833,68199.01,NR,Transfer Facility
485,Dolomite Products Co Inc. - Gates Quarry Recycle Plant,8.0,[28W01],2019.0,Asphalt and Road Material,4984.315,4984.315,4984.315,4984.315,4984.315,4984.315,4984.315,4984.315,4984.315,4984.315,4984.315,4984.315,59811.78,NR,Transfer Facility
486,Dolomite Products Walworth Quarry,8.0,[59W06],2019.0,Asphalt and Road Material,823.7783333,823.7783333,823.7783333,823.7783333,823.7783333,823.7783333,823.7783333,823.7783333,823.7783333,823.7783333,823.7783333,823.7783333,9885.34,NR,Transfer Facility
487,Dolomite-Manchester Quarry,8.0,[35W05],2019.0,Asphalt and Road Material,793.1166667,793.1166667,793.1166667,793.1166667,793.1166667,793.1166667,793.1166667,793.1166667,793.1166667,793.1166667,793.1166667,793.1166667,9517.4,NR,Transfer Facility
488,"G Frederico Wrecking Co., LLC",8.0,[28C10017],2019.0,Concrete,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,12000.0,NR,Transfer Facility
489,"G Frederico Wrecking Co., LLC",8.0,[28C10017],2019.0,Asphalt and Road Material,416.6666667,416.6666667,416.6666667,416.6666667,416.6666667,416.6666667,416.6666667,416.6666667,416.6666667,416.6666667,416.6666667,416.6666667,5000.0,NR,Transfer Facility
490,Glenn O Hawbaker Inc Erwin Facility,8.0,[51C10014],2020.0,Asphalt and Road Material,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.53,0.0,8.94,0.0,0.0,451.47,NR,Transfer Facility
491,Glenn O Hawbaker Inc Erwin Facility,8.0,[51C10014],2020.0,Concrete,0.0,0.0,44.58,0.0,0.0,2.41,7.08,12.35,56.29,55.17,3.31,2.63,183.82,NR,Transfer Facility
492,Glenn O Hawbaker Inc Erwin Facility,8.0,[51C10014],2019.0,Asphalt and Road Material,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,110.0,0.0,0.0,145.0,NR,Transfer Facility
493,Glenn O Hawbaker Inc Erwin Facility,8.0,[51C10014],2019.0,Concrete,0.0,0.0,0.0,49.0,33.0,15.0,0.0,461.0,102.0,207.0,46.0,22.0,935.0,NR,Transfer Facility
494,Globalsoft Environmental Inc,8.0,[28W16],2019.0,Concrete,0.0,0.0,0.0,0.0,0.0,25.0,33.0,81.0,72.0,0.0,0.0,0.0,211.0,5.0,Transfer Facility
495,Globalsoft Environmental Inc,8.0,[28W16],2019.0,Asphalt and Road Material,0.0,0.0,0.0,0.0,0.0,0.0,21.0,42.0,0.0,0.0,0.0,0.0,63.0,NR,Transfer Facility
496,Green Renewable Inc of Manchester NY,8.0,[35W10],2020.0,Wood,17.2,24.03,28.95,17.81,8.81,28.07,22.85,38.65,34.7,37.53,24.47,27.68,310.75,NR,Transfer Facility
497,Green Renewable Inc of Manchester NY,8.0,[35W10],2019.0,Wood,73.06,79.72,10.9,58.81,36.55,125.49,115.89,154.74,58.95,155.76,37.68,30.32,937.87,NR,Transfer Facility
498,LL Huff Co Inc. C&D Debris Handling and Recovery Facility,8.0,[28M09],2019.0,Concrete,24.16666667,24.16666667,24.16666667,24.16666667,24.16666667,24.16666667,24.16666667,24.16666667,24.16666667,24.16666667,24.16666667,24.16666667,290.0,NR,Transfer Facility
499,LL Huff Co Inc. C&D Debris Handling and Recovery Facility,8.0,[28M09],2019.0,Asphalt and Road Material,2.083333333,2.083333333,2.083333333,2.083333333,2.083333333,2.083333333,2.083333333,2.083333333,2.083333333,2.083333333,2.083333333,2.083333333,25.0,NR,Transfer Facility
500,LL Huff Co Inc. C&D Debris Handling and Recovery Facility,8.0,[28M09],2019.0,Asphalt and Road Material,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,30.0,NR,Transfer Facility
501,LL Huff Co Inc. C&D Debris Handling and Recovery Facility,8.0,[28M09],2019.0,Soil,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,200.0,NR,Transfer Facility
502,LL Huff Co Inc. C&D Debris Handling and Recovery Facility,8.0,[28M09],2019.0,"Rock, Stone, and Gravel",20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,240.0,NR,Transfer Facility
503,Lorric C&D Processing,8.0,[28W09],2019.0,Concrete,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,810.0,NR,Transfer Facility
504,Lorric C&D Processing,8.0,[28W09],2019.0,Asphalt and Road Material,8.333333332999999,8.333333332999999,8.333333332999999,8.333333332999999,8.333333332999999,8.333333332999999,8.333333332999999,8.333333332999999,8.333333332999999,8.333333332999999,8.333333332999999,8.333333332999999,100.0,NR,Transfer Facility
505,Lorric C&D Processing,8.0,[28W09],2019.0,Asphalt and Road Material,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,80.0,NR,Transfer Facility
506,Lorric C&D Processing,8.0,[28W09],2019.0,Asphalt Roofing Shingles,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,525.0,NR,Transfer Facility
507,Lorric C&D Processing,8.0,[28W09],2019.0,Wood,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,450.0,NR,Transfer Facility
508,Lorric C&D Processing,8.0,[28W09],2019.0,Soil,36.66666667,36.66666667,36.66666667,36.66666667,36.66666667,36.66666667,36.66666667,36.66666667,36.66666667,36.66666667,36.66666667,36.66666667,440.0,NR,Transfer Facility
509,Lorric C&D Processing,8.0,[28W09],2019.0,"Rock, Stone, and Gravel",35.83333333,35.83333333,35.83333333,35.83333333,35.83333333,35.83333333,35.83333333,35.83333333,35.83333333,35.83333333,35.83333333,35.83333333,430.0,NR,Transfer Facility
510,Oak Openings; LLC,8.0,[26C10005],2019.0,Concrete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,0.0,0.0,0.0,0.0,455.0,NR,Transfer Facility
511,Oak Openings; LLC,8.0,[26C10005],2019.0,Asphalt and Road Material,0.0,0.0,0.0,0.0,0.0,440.0,460.0,150.0,0.0,0.0,0.0,0.0,1050.0,NR,Transfer Facility
512,Oak Openings; LLC,8.0,[26C10005],2019.0,Soil,0.0,0.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,NR,Transfer Facility
513,RA Morris Enterprise,8.0,[35W04],2019.0,Asphalt and Road Material,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,500.0,NR,Transfer Facility
514,RA Morris Enterprise,8.0,[35W04],2019.0,Wood,0.0,2.0,2.0,10.0,5.0,5.0,1.0,3.0,7.0,3.0,9.0,0.0,47.0,NR,Transfer Facility
515,Shelby Crushed Stone Inc,8.0,[37C10002],2020.0,Concrete,0.0,137.85,68.5,161.03,23.73,157.79,79.64,64.54,95.49,128.90200000000002,247.62,9.85,1174.942,NR,Transfer Facility
516,Shelby Crushed Stone Inc,8.0,[37C10002],2020.0,Asphalt and Road Material,0.0,0.0,0.0,0.0,0.0,0.0,320.58,12.02,0.0,4.47,0.0,0.0,337.07,NR,Transfer Facility
517,Shelby Crushed Stone Inc,8.0,[37C10002],2019.0,Concrete,1.07,2.86,50.45,496.51,298.57,108.21,246.19,214.41,725.03,43.26,12.21,0.0,2198.77,NR,Transfer Facility
518,Shelby Crushed Stone Inc,8.0,[37C10002],2019.0,Asphalt and Road Material,0.0,0.0,45.12,41.15,7.48,0.0,116.71,26.6,0.0,0.0,0.0,0.0,237.06,NR,Transfer Facility
519,Town of Greece Transfer Station,8.0,[28R04],2019.0,Asphalt and Road Material,0.0,0.0,0.0,0.0,0.0,0.0,1415.0,1002.0,0.0,0.0,0.0,0.0,2417.0,NR,Transfer Facility
